                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1007,                 3.6871,                 1.5936,                0.39028,                0.11916,                0.07519,                0.03868,                 1.3172,                 3.1141,                 1.7966,             0.00023645,             0.00023645,             0.00023645
                      2,                 1.1343,                  3.216,                  1.613,                0.20321,                0.15679,                 0.0904,                0.03872,                 1.7651,                 3.2862,                 2.2701,             0.00046506,             0.00046506,             0.00046506
                      3,                 1.1419,                 2.8907,                 1.6019,                 0.1807,                0.28963,                0.17048,                0.08546,                 1.6484,                 2.8133,                 2.1015,             0.00068424,             0.00068424,             0.00068424
                      4,                 1.1361,                 2.6679,                 1.6004,                0.46268,                0.29029,                0.28235,                0.14517,                 1.4227,                 2.7344,                 1.8751,             0.00067159,             0.00067159,             0.00067159
                      5,                 1.1226,                 2.5305,                 1.5814,                0.25759,                0.32338,                0.30381,                0.16902,                 1.4274,                 2.4807,                  1.871,             0.00065745,             0.00065745,             0.00065745
                      6,                 1.0923,                 2.3704,                 1.5527,                0.40229,                0.44021,                0.40342,                0.23052,                 1.3681,                 2.3827,                 1.7993,             0.00064331,             0.00064331,             0.00064331
                      7,                 1.0885,                 2.2961,                 1.5406,                0.29959,                0.45097,                0.34914,                0.20773,                 1.4295,                  2.399,                 1.8231,             0.00062918,             0.00062918,             0.00062918
                      8,                 1.0423,                 2.1921,                 1.5088,                0.42565,                0.41259,                 0.3951,                0.24097,                 1.3356,                 2.2738,                 1.7707,             0.00061504,             0.00061504,             0.00061504
                      9,                 1.0185,                 2.1188,                 1.4962,                0.40733,                0.43089,                0.42453,                0.27177,                 1.3113,                 1.9971,                 1.7069,              0.0006009,              0.0006009,              0.0006009
                     10,                 1.0311,                  2.067,                  1.505,                 0.4693,                0.41986,                0.45458,                0.25686,                 1.3742,                 2.0287,                 1.7746,             0.00058677,             0.00058677,             0.00058677
                     11,                 1.0101,                  2.009,                 1.4878,                0.50361,                0.49369,                0.49142,                0.30429,                 1.2953,                 1.9653,                 1.7007,             0.00057263,             0.00057263,             0.00057263
                     12,                0.98978,                 1.9664,                 1.4735,                0.42199,                0.48981,                0.46163,                0.29804,                 1.2409,                 2.0034,                 1.6401,             0.00055849,             0.00055849,             0.00055849
                     13,                0.98174,                 1.9022,                 1.4643,                0.39335,                0.55159,                0.47982,                0.30552,                 1.2449,                 1.9392,                  1.665,             0.00054435,             0.00054435,             0.00054435
                     14,                0.96776,                  1.866,                 1.4481,                0.45174,                0.50405,                0.47735,                 0.3025,                 1.2185,                 1.9433,                 1.6182,             0.00053022,             0.00053022,             0.00053022
                     15,                0.94289,                 1.7632,                 1.4284,                0.49252,                0.53192,                0.48213,                0.30748,                 1.2062,                 1.8384,                 1.5567,             0.00051608,             0.00051608,             0.00051608
                     16,                0.95734,                 1.7514,                 1.4433,                0.60309,                0.55086,                0.58498,                0.38299,                 1.1688,                 1.6773,                 1.5624,             0.00050194,             0.00050194,             0.00050194
                     17,                0.93973,                 1.7346,                 1.4231,                0.44166,                0.55372,                0.52843,                 0.3507,                 1.2354,                 1.7173,                  1.609,              0.0004878,              0.0004878,              0.0004878
                     18,                0.91548,                 1.6543,                 1.3969,                0.54837,                 0.5878,                0.56487,                0.37339,                 1.2397,                 1.7373,                 1.6214,             0.00047367,             0.00047367,             0.00047367
                     19,                0.91015,                 1.6402,                  1.401,                0.51653,                0.52242,                0.53442,                0.35555,                 1.2268,                 1.7617,                 1.6018,             0.00045953,             0.00045953,             0.00045953
                     20,                0.88645,                 1.6081,                 1.3801,                0.53885,                0.55873,                0.58334,                0.38786,                 1.1666,                 1.6674,                 1.5631,             0.00044539,             0.00044539,             0.00044539
                     21,                0.88636,                 1.5781,                 1.3836,                0.60411,                0.55879,                0.60842,                0.39951,                 1.2787,                 1.6207,                 1.6496,             0.00043126,             0.00043126,             0.00043126
                     22,                0.87414,                 1.5188,                 1.3688,                0.52808,                0.55937,                0.57776,                0.38271,                 1.2888,                 1.7119,                  1.644,             0.00041712,             0.00041712,             0.00041712
                     23,                0.85919,                 1.4931,                 1.3604,                0.55087,                0.53953,                 0.5719,                0.37271,                 1.2712,                 1.8533,                 1.6295,             0.00040298,             0.00040298,             0.00040298
                     24,                0.86447,                 1.4807,                 1.3603,                0.63671,                0.49998,                0.58042,                0.39011,                 1.1363,                 1.6455,                 1.5019,             0.00038884,             0.00038884,             0.00038884
                     25,                0.85151,                  1.455,                 1.3507,                0.63054,                0.60957,                0.65873,                0.42743,                 1.1729,                  1.551,                 1.5551,             0.00037471,             0.00037471,             0.00037471
                     26,                0.83763,                 1.4296,                 1.3426,                0.55416,                0.58955,                0.57778,                0.38114,                 1.1423,                 1.6977,                 1.5223,             0.00036057,             0.00036057,             0.00036057
                     27,                0.83562,                 1.3966,                 1.3407,                0.58782,                0.57278,                 0.6087,                0.39068,                 1.2333,                 1.6579,                 1.5874,             0.00034643,             0.00034643,             0.00034643
                     28,                 0.8268,                 1.3624,                  1.329,                0.61873,                0.58798,                0.62634,                0.40219,                 1.1821,                 1.5276,                 1.5636,              0.0003323,              0.0003323,              0.0003323
                     29,                0.82161,                 1.3485,                 1.3288,                0.60186,                0.63405,                0.61766,                0.40563,                 1.1504,                 1.6151,                 1.4904,             0.00031816,             0.00031816,             0.00031816
                     30,                0.81977,                 1.3227,                 1.3177,                0.62232,                0.62467,                0.66628,                0.42686,                 1.1625,                 1.4738,                 1.4993,             0.00030402,             0.00030402,             0.00030402
                     31,                0.78988,                 1.2749,                 1.2972,                0.62726,                0.59518,                0.63857,                0.42267,                 1.1467,                 1.5089,                 1.4989,             0.00028988,             0.00028988,             0.00028988
                     32,                0.79622,                 1.2845,                 1.3061,                0.61559,                0.60663,                0.62072,                0.41028,                 1.1928,                 1.5527,                 1.5678,             0.00027575,             0.00027575,             0.00027575
                     33,                0.77761,                 1.2586,                 1.2964,                0.58194,                0.66073,                0.62471,                0.41722,                 1.1678,                 1.4623,                 1.5396,             0.00026161,             0.00026161,             0.00026161
                     34,                0.78153,                 1.2385,                  1.287,                0.67002,                0.60546,                0.67412,                0.44305,                 1.1821,                 1.4754,                 1.5707,             0.00024747,             0.00024747,             0.00024747
