                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0418,                 3.5671,                 1.5199,                 0.1417,                0.15219,                0.12914,                0.06547,                 1.3473,                 2.9839,                 1.7801,             0.00025467,             0.00025467,             0.00025467
                      2,                 1.0811,                 2.8712,                 1.5265,                0.37426,                0.22787,                0.22599,                0.09237,                 1.7322,                  3.322,                 2.1705,             0.00050594,             0.00050594,             0.00050594
                      3,                 1.0864,                 2.4632,                 1.5101,                0.64423,                0.24018,                0.24003,                0.13381,                 1.4361,                 2.9693,                 1.9029,             0.00075214,             0.00075214,             0.00075214
                      4,                 1.0726,                  2.218,                 1.4917,                0.46753,                0.43267,                  0.377,                0.22082,                 1.4173,                 2.3531,                 1.8578,             0.00074616,             0.00074616,             0.00074616
                      5,                 1.0484,                 2.0713,                 1.4814,                 0.4493,                0.43125,                 0.4063,                0.24037,                 1.3505,                 2.1958,                 1.7328,             0.00073855,             0.00073855,             0.00073855
                      6,                 1.0059,                 1.9147,                 1.4411,                0.41674,                0.48874,                0.40509,                0.24916,                 1.3109,                 2.3562,                 1.7206,             0.00073093,             0.00073093,             0.00073093
                      7,                0.97908,                 1.8083,                 1.4134,                0.52404,                0.55492,                0.52786,                0.30142,                 1.3009,                 1.8441,                 1.6873,             0.00072332,             0.00072332,             0.00072332
                      8,                0.95226,                 1.6935,                 1.3923,                0.65612,                0.45214,                0.57347,                0.36354,                 1.2983,                 1.8436,                 1.7164,             0.00071571,             0.00071571,             0.00071571
                      9,                0.92325,                  1.616,                 1.3731,                0.46391,                0.62792,                0.57994,                 0.3598,                 1.3443,                 1.7695,                 1.7592,              0.0007081,              0.0007081,              0.0007081
                     10,                0.91646,                 1.5328,                 1.3677,                0.51452,                 0.5154,                  0.533,                0.33672,                 1.3775,                 1.8519,                  1.752,             0.00070048,             0.00070048,             0.00070048
                     11,                 0.8997,                 1.5012,                  1.353,                0.51868,                0.53211,                0.54407,                0.35244,                 1.2652,                 1.7908,                 1.6513,             0.00069287,             0.00069287,             0.00069287
                     12,                0.88134,                 1.4434,                 1.3387,                0.50189,                0.60212,                 0.5424,                 0.3298,                 1.3423,                 1.6988,                 1.7453,             0.00068526,             0.00068526,             0.00068526
                     13,                0.86252,                 1.3782,                 1.3233,                0.57515,                0.62914,                0.61748,                0.38838,                  1.366,                 1.7232,                  1.769,             0.00067764,             0.00067764,             0.00067764
                     14,                0.84991,                  1.347,                 1.3062,                0.56226,                0.69949,                0.66299,                0.43803,                 1.2252,                 1.4704,                 1.6664,             0.00067003,             0.00067003,             0.00067003
                     15,                0.81804,                 1.2665,                 1.2864,                0.71665,                0.56193,                0.64296,                0.43023,                 1.2631,                 1.5637,                 1.6595,             0.00066242,             0.00066242,             0.00066242
                     16,                0.82636,                 1.2252,                 1.2915,                0.56488,                0.60637,                0.61191,                0.40149,                  1.321,                 1.7829,                 1.6985,              0.0006548,              0.0006548,              0.0006548
                     17,                0.81368,                 1.2093,                  1.274,                0.60301,                0.67215,                 0.6117,                0.39564,                 1.2916,                 1.5352,                 1.6934,             0.00064719,             0.00064719,             0.00064719
                     18,                 0.7833,                 1.1413,                  1.252,                0.60829,                0.60076,                0.64531,                0.41508,                 1.2354,                 1.5543,                 1.6078,             0.00063958,             0.00063958,             0.00063958
                     19,                0.78826,                 1.1593,                 1.2671,                0.59353,                0.62079,                0.63928,                0.42257,                 1.3625,                 1.5291,                 1.7284,             0.00063196,             0.00063196,             0.00063196
                     20,                0.75784,                 1.1035,                 1.2397,                0.56913,                0.67303,                0.69092,                0.45074,                 1.2847,                 1.4158,                 1.6088,             0.00062435,             0.00062435,             0.00062435
                     21,                0.76021,                 1.0942,                 1.2467,                0.61802,                0.62827,                0.65211,                0.43139,                 1.2839,                 1.4859,                 1.6519,             0.00061674,             0.00061674,             0.00061674
                     22,                0.74446,                 1.0523,                 1.2331,                0.56231,                0.66505,                0.63384,                0.43759,                 1.2803,                 1.4223,                 1.6762,             0.00060912,             0.00060912,             0.00060912
                     23,                0.73581,                 1.0408,                 1.2261,                0.64597,                 0.5819,                 0.6474,                0.43259,                  1.176,                 1.5355,                 1.5641,             0.00060151,             0.00060151,             0.00060151
                     24,                0.73383,                 1.0182,                 1.2179,                0.60261,                0.62643,                0.66957,                0.44571,                 1.2893,                 1.4565,                 1.6836,              0.0005939,              0.0005939,              0.0005939
                     25,                0.72478,                 1.0066,                  1.215,                0.67519,                0.59922,                0.67048,                0.45083,                 1.2085,                 1.4307,                  1.584,             0.00058629,             0.00058629,             0.00058629
                     26,                0.71456,                0.98526,                 1.2019,                0.71014,                0.54968,                0.66276,                0.44511,                 1.2744,                 1.4389,                 1.6502,             0.00057867,             0.00057867,             0.00057867
                     27,                 0.7095,                 0.9606,                 1.2039,                 0.6752,                  0.696,                0.70731,                0.48354,                 1.1833,                 1.3322,                 1.5554,             0.00057106,             0.00057106,             0.00057106
                     28,                0.69542,                0.91672,                 1.1899,                0.64876,                0.61426,                0.65653,                0.45534,                 1.2341,                 1.3812,                 1.6278,             0.00056345,             0.00056345,             0.00056345
                     29,                0.68928,                 0.9227,                 1.1908,                0.64346,                0.68611,                 0.6952,                0.47784,                 1.2223,                 1.4218,                 1.6076,             0.00055583,             0.00055583,             0.00055583
                     30,                0.68062,                0.89986,                 1.1796,                0.66813,                0.64798,                0.71254,                0.47878,                 1.2321,                 1.3648,                 1.6602,             0.00054822,             0.00054822,             0.00054822
                     31,                0.67296,                0.88381,                 1.1772,                0.68051,                0.62231,                 0.6969,                0.47112,                 1.2446,                 1.3549,                 1.6781,             0.00054061,             0.00054061,             0.00054061
                     32,                0.67189,                0.87002,                 1.1771,                0.72464,                0.64375,                0.72128,                0.45121,                 1.2749,                 1.3622,                 1.6855,             0.00053299,             0.00053299,             0.00053299
                     33,                0.66273,                 0.8563,                 1.1759,                0.68102,                0.63305,                0.69574,                0.46731,                 1.3184,                  1.447,                 1.7042,             0.00052538,             0.00052538,             0.00052538
                     34,                0.65305,                0.82827,                 1.1561,                0.63472,                0.69655,                0.68662,                0.46862,                  1.196,                 1.4093,                 1.6046,             0.00051777,             0.00051777,             0.00051777
                     35,                0.63564,                 0.8175,                 1.1463,                0.69525,                0.71669,                0.73065,                0.48221,                 1.1842,                 1.3202,                 1.5873,             0.00051015,             0.00051015,             0.00051015
                     36,                0.63731,                0.80803,                 1.1456,                0.73353,                0.64664,                 0.7092,                0.49551,                 1.1992,                 1.4009,                 1.5946,             0.00050254,             0.00050254,             0.00050254
                     37,                0.63383,                0.81149,                 1.1441,                0.67274,                0.68208,                0.71717,                0.48663,                 1.2359,                 1.3446,                 1.6678,             0.00049493,             0.00049493,             0.00049493
                     38,                0.62805,                0.78557,                  1.146,                0.73029,                0.65367,                0.70886,                0.48771,                 1.2229,                 1.3631,                 1.6422,             0.00048732,             0.00048732,             0.00048732
                     39,                0.62029,                0.77496,                 1.1413,                 0.6222,                0.70388,                0.68569,                0.46393,                 1.2764,                  1.361,                 1.7105,              0.0004797,              0.0004797,              0.0004797
                     40,                0.61941,                  0.779,                  1.137,                0.75703,                0.65705,                0.73416,                0.48368,                  1.233,                 1.3416,                 1.6881,             0.00047209,             0.00047209,             0.00047209
                     41,                0.61499,                0.75918,                 1.1348,                0.73925,                 0.6252,                0.71873,                0.48963,                 1.2201,                 1.3033,                 1.6232,             0.00046448,             0.00046448,             0.00046448
                     42,                0.60063,                0.73364,                 1.1211,                0.65991,                0.68349,                0.71794,                0.49233,                 1.2346,                 1.3058,                 1.6609,             0.00045686,             0.00045686,             0.00045686
                     43,                0.60161,                0.74423,                 1.1265,                0.67278,                0.68685,                 0.7353,                0.49306,                 1.2462,                 1.2667,                 1.6877,             0.00044925,             0.00044925,             0.00044925
                     44,                0.59636,                  0.729,                 1.1272,                 0.6752,                0.65287,                0.71295,                 0.4762,                 1.2435,                 1.4801,                 1.6559,             0.00044164,             0.00044164,             0.00044164
                     45,                0.58504,                0.72091,                 1.1106,                0.72291,                0.71483,                0.73954,                0.50691,                 1.1767,                 1.4006,                  1.556,             0.00043402,             0.00043402,             0.00043402
                     46,                0.58213,                0.70301,                 1.1122,                 0.7457,                 0.6349,                0.71603,                0.48364,                 1.2255,                 1.4048,                 1.6432,             0.00042641,             0.00042641,             0.00042641
                     47,                0.56473,                0.68358,                 1.0967,                0.72455,                 0.6219,                0.70433,                0.49094,                 1.1814,                 1.3406,                  1.635,              0.0004188,              0.0004188,              0.0004188
                     48,                0.56579,                0.68319,                 1.1017,                0.72636,                0.68937,                 0.7399,                 0.5034,                 1.2234,                 1.3243,                 1.6367,             0.00041118,             0.00041118,             0.00041118
                     49,                0.56619,                0.67795,                 1.1066,                0.77052,                0.62671,                 0.7375,                0.50139,                 1.2416,                 1.3016,                 1.6774,             0.00040357,             0.00040357,             0.00040357
                     50,                0.56705,                0.66666,                 1.0952,                0.68563,                 0.7027,                0.73104,                0.49988,                 1.2774,                 1.2729,                 1.7243,             0.00039596,             0.00039596,             0.00039596
                     51,                0.54878,                0.65749,                 1.0931,                0.71522,                 0.6981,                0.73977,                0.52236,                 1.2247,                 1.3298,                 1.6505,             0.00038835,             0.00038835,             0.00038835
                     52,                0.54727,                0.65486,                   1.09,                0.71173,                0.66138,                0.72138,                0.49263,                 1.2572,                 1.3969,                  1.725,             0.00038073,             0.00038073,             0.00038073
                     53,                0.54986,                0.64458,                 1.0924,                0.66977,                0.71005,                0.71049,                0.50492,                 1.2328,                 1.3052,                 1.6732,             0.00037312,             0.00037312,             0.00037312
                     54,                0.53718,                0.63552,                 1.0847,                0.63499,                0.73805,                0.73603,                0.49438,                 1.2048,                 1.3823,                 1.6313,             0.00036551,             0.00036551,             0.00036551
                     55,                0.53253,                0.62575,                 1.0825,                0.64679,                0.69499,                0.73706,                0.51081,                 1.1859,                 1.3734,                 1.6333,             0.00035789,             0.00035789,             0.00035789
                     56,                0.53384,                0.62523,                 1.0804,                0.73671,                0.65773,                 0.7448,                0.48998,                 1.2406,                 1.4678,                 1.6732,             0.00035028,             0.00035028,             0.00035028
                     57,                0.53166,                0.62791,                 1.0805,                 0.7038,                0.64667,                0.71601,                0.49785,                 1.1942,                 1.4103,                 1.5991,             0.00034267,             0.00034267,             0.00034267
                     58,                0.53077,                0.62837,                 1.0873,                0.68075,                0.69272,                0.75313,                 0.5187,                 1.2394,                 1.3973,                 1.6701,             0.00033505,             0.00033505,             0.00033505
                     59,                0.53308,                0.61673,                 1.0822,                 0.7155,                0.73908,                0.75981,                0.51505,                 1.1989,                 1.2752,                 1.6353,             0.00032744,             0.00032744,             0.00032744
                     60,                0.51611,                0.59558,                  1.069,                0.63703,                0.70642,                 0.7297,                0.48995,                 1.2632,                 1.4512,                 1.7069,             0.00031983,             0.00031983,             0.00031983
                     61,                0.50768,                0.58752,                 1.0687,                0.73992,                0.65226,                0.72796,                0.49707,                 1.2216,                 1.4909,                 1.6439,             0.00031221,             0.00031221,             0.00031221
                     62,                0.50467,                0.59462,                 1.0642,                0.71863,                0.68443,                 0.7409,                0.51135,                 1.1999,                 1.2915,                 1.6145,              0.0003046,              0.0003046,              0.0003046
                     63,                0.50305,                0.57694,                 1.0584,                0.65372,                0.72442,                0.71443,                0.48732,                 1.2455,                 1.3739,                 1.6655,             0.00029699,             0.00029699,             0.00029699
                     64,                0.50339,                0.57892,                 1.0665,                0.77927,                0.66271,                 0.7496,                0.51835,                 1.2826,                 1.3435,                 1.7338,             0.00028937,             0.00028937,             0.00028937
                     65,                 0.4991,                0.57206,                 1.0646,                0.73593,                0.68239,                0.74348,                0.51288,                 1.2181,                  1.351,                 1.6429,             0.00028176,             0.00028176,             0.00028176
                     66,                0.49971,                  0.582,                  1.064,                0.67165,                  0.645,                0.70385,                0.47627,                 1.2534,                  1.521,                 1.6719,             0.00027415,             0.00027415,             0.00027415
                     67,                0.49278,                0.55721,                 1.0517,                0.72784,                0.66063,                0.71212,                0.48913,                  1.243,                  1.435,                 1.7161,             0.00026654,             0.00026654,             0.00026654
                     68,                0.47874,                0.54842,                 1.0512,                0.73604,                0.68587,                0.74046,                0.51495,                 1.2682,                 1.3159,                 1.7033,             0.00025892,             0.00025892,             0.00025892
                     69,                0.48604,                0.54245,                 1.0416,                0.62132,                0.73783,                0.72588,                0.49989,                 1.2317,                 1.3277,                  1.688,             0.00025131,             0.00025131,             0.00025131
                     70,                0.48042,                0.54417,                 1.0549,                0.66815,                0.68974,                0.70424,                0.48541,                 1.2098,                 1.4933,                 1.6683,              0.0002437,              0.0002437,              0.0002437
                     71,                0.48115,                 0.5476,                 1.0508,                0.75846,                0.62288,                0.71206,                0.49541,                 1.2736,                 1.3751,                 1.7138,             0.00023608,             0.00023608,             0.00023608
                     72,                0.47362,                0.52414,                 1.0416,                0.69534,                0.67329,                0.72664,                 0.5126,                 1.2321,                 1.3037,                 1.7406,             0.00022847,             0.00022847,             0.00022847
                     73,                0.46379,                0.52291,                  1.041,                0.75821,                0.68956,                 0.7402,                0.49697,                 1.2061,                 1.3149,                 1.6842,             0.00022086,             0.00022086,             0.00022086
                     74,                 0.4684,                0.52828,                 1.0413,                0.73675,                 0.6508,                0.73068,                0.51156,                 1.2191,                 1.2704,                 1.7126,             0.00021324,             0.00021324,             0.00021324
                     75,                0.45656,                 0.5084,                  1.037,                0.68091,                0.68685,                0.71794,                0.52249,                 1.1928,                 1.3599,                 1.6539,             0.00020563,             0.00020563,             0.00020563
                     76,                0.45104,                0.51327,                 1.0371,                0.69685,                0.68134,                0.72856,                0.50296,                 1.2519,                 1.3562,                 1.7209,             0.00019802,             0.00019802,             0.00019802
                     77,                0.45532,                0.51129,                 1.0388,                0.72412,                0.70235,                0.72851,                0.51055,                 1.2212,                 1.3247,                 1.7056,              0.0001904,              0.0001904,              0.0001904
                     78,                0.45008,                0.49742,                 1.0331,                0.67467,                0.69968,                0.72898,                0.50546,                 1.2721,                  1.394,                  1.728,             0.00018279,             0.00018279,             0.00018279
                     79,                0.44493,                0.49374,                 1.0256,                 0.6786,                0.65321,                0.71088,                 0.4943,                 1.2314,                 1.3867,                 1.7086,             0.00017518,             0.00017518,             0.00017518
                     80,                0.44024,                0.49175,                  1.026,                0.72771,                0.65447,                0.72388,                0.48734,                   1.31,                 1.3957,                 1.8023,             0.00016757,             0.00016757,             0.00016757
                     81,                0.44891,                0.49943,                 1.0339,                 0.7854,                0.62844,                0.72878,                0.50483,                 1.2865,                 1.4396,                 1.7815,             0.00015995,             0.00015995,             0.00015995
                     82,                0.43059,                0.48295,                 1.0202,                0.75237,                0.66191,                0.73017,                0.50708,                 1.2375,                 1.3945,                 1.7243,             0.00015234,             0.00015234,             0.00015234
                     83,                0.43824,                0.47743,                 1.0214,                0.69734,                0.63943,                0.70814,                0.50032,                 1.2864,                 1.4564,                 1.7684,             0.00014473,             0.00014473,             0.00014473
                     84,                0.43309,                0.47856,                 1.0202,                0.72898,                0.64269,                0.70779,                0.49634,                  1.241,                 1.4644,                 1.7178,             0.00013711,             0.00013711,             0.00013711
