                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0635,                 3.5882,                 1.5381,                0.15191,                0.17005,                0.13204,                0.05753,                 1.6534,                 2.9622,                  2.072,             0.00025467,             0.00025467,             0.00025467
                      2,                 1.0744,                 2.9085,                 1.5368,                0.42836,                0.17836,                0.19315,                 0.0972,                 1.7854,                 3.2437,                 2.1565,             0.00049414,             0.00049414,             0.00049414
                      3,                 1.0776,                 2.4602,                 1.5028,                 0.3294,                0.49646,                0.39765,                0.21727,                 1.4448,                 2.5745,                 1.8868,             0.00071669,             0.00071669,             0.00071669
                      4,                 1.0798,                 2.2597,                 1.5036,                0.44333,                0.28695,                 0.3353,                0.18948,                 1.4317,                 2.4196,                 1.8153,             0.00069287,             0.00069287,             0.00069287
                      5,                 1.0011,                 2.0045,                 1.4378,                0.33099,                0.50764,                0.39492,                0.22685,                 1.3622,                 2.3378,                 1.7779,             0.00066749,             0.00066749,             0.00066749
                      6,                0.97901,                 1.8763,                 1.4278,                0.51214,                0.50559,                0.52631,                0.28378,                 1.3306,                 2.1155,                 1.7264,             0.00064212,             0.00064212,             0.00064212
                      7,                0.95196,                   1.74,                  1.393,                0.50712,                0.57676,                0.55119,                0.31892,                 1.2916,                  1.804,                 1.6531,             0.00061674,             0.00061674,             0.00061674
                      8,                0.91564,                 1.6427,                 1.3712,                0.57205,                0.58229,                0.55444,                0.33501,                 1.3613,                 1.7971,                 1.7919,             0.00059136,             0.00059136,             0.00059136
                      9,                0.89819,                 1.5574,                 1.3442,                0.55716,                0.63023,                0.61336,                 0.3678,                  1.292,                 1.6462,                 1.6629,             0.00056598,             0.00056598,             0.00056598
                     10,                 0.8752,                 1.4789,                 1.3396,                0.62702,                0.63166,                0.64484,                0.42874,                  1.216,                 1.5752,                 1.5868,             0.00054061,             0.00054061,             0.00054061
                     11,                0.85254,                 1.4016,                 1.3105,                0.62164,                0.59732,                 0.6158,                0.38409,                 1.2986,                 1.6681,                 1.6653,             0.00051523,             0.00051523,             0.00051523
                     12,                0.83051,                 1.3769,                 1.2995,                0.57093,                0.61104,                0.61955,                0.39898,                 1.1887,                 1.5308,                 1.5526,             0.00048985,             0.00048985,             0.00048985
                     13,                0.81806,                 1.3191,                 1.2864,                0.62899,                0.58868,                0.65133,                0.42347,                 1.1755,                 1.5334,                 1.5606,             0.00046448,             0.00046448,             0.00046448
                     14,                0.80408,                 1.2428,                  1.272,                0.71609,                  0.621,                0.70001,                0.45018,                   1.17,                 1.4563,                 1.5499,              0.0004391,              0.0004391,              0.0004391
                     15,                0.76615,                 1.1799,                 1.2507,                0.64971,                  0.695,                 0.6589,                0.44133,                 1.1688,                 1.5161,                 1.5679,             0.00041372,             0.00041372,             0.00041372
                     16,                0.75639,                 1.1585,                 1.2358,                0.55952,                0.67979,                0.65641,                0.42889,                 1.2488,                 1.5495,                 1.5911,             0.00038835,             0.00038835,             0.00038835
                     17,                0.73914,                 1.1033,                 1.2294,                0.69231,                0.61395,                0.69464,                0.48482,                 1.1343,                 1.4452,                 1.5124,             0.00036297,             0.00036297,             0.00036297
                     18,                0.72792,                 1.0741,                 1.2113,                0.65901,                0.69459,                0.71423,                0.47692,                 1.2325,                 1.3615,                 1.6157,             0.00033759,             0.00033759,             0.00033759
                     19,                0.71695,                 1.0307,                  1.207,                0.73878,                0.60104,                0.67788,                0.47501,                 1.2228,                 1.3958,                 1.5993,             0.00031221,             0.00031221,             0.00031221
                     20,                0.68266,                0.98253,                 1.1788,                0.64123,                0.64424,                0.68967,                0.46728,                 1.1158,                 1.4019,                 1.4768,             0.00028684,             0.00028684,             0.00028684
                     21,                0.63945,                0.88362,                 1.2125,                 0.6633,                0.71378,                0.70942,                0.49252,                 1.0992,                  1.387,                 1.4697,             0.00026146,             0.00026146,             0.00026146
                     22,                0.59282,                0.74362,                 1.1706,                 0.6216,                0.68044,                0.68943,                0.46803,                 1.1626,                 1.4746,                  1.541,             0.00023608,             0.00023608,             0.00023608
                     23,                0.57025,                0.68715,                  1.156,                0.69325,                0.69404,                0.73352,                0.51799,                 1.0756,                 1.3781,                  1.467,             0.00021071,             0.00021071,             0.00021071
