                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0572,                 3.5241,                 1.4383,                0.14418,                0.24994,                0.14707,                0.07282,                 1.3165,                 2.7908,                 1.8184,             0.00027603,             0.00027603,             0.00027603
                      2,                 1.0695,                  2.799,                 1.4233,                0.26725,                0.39677,                  0.274,                0.14862,                 1.4008,                 2.8606,                 1.9345,             0.00053543,             0.00053543,             0.00053543
                      3,                 1.0594,                 2.3394,                 1.4072,                0.35083,                0.49801,                0.35217,                0.20416,                 1.2902,                 2.2475,                 1.8681,              0.0007765,              0.0007765,              0.0007765
                      4,                   1.05,                 2.1153,                 1.4005,                0.53614,                0.48223,                  0.506,                0.29005,                 1.3194,                 2.0692,                 1.8566,             0.00075053,             0.00075053,             0.00075053
                      5,                0.99543,                 1.9315,                 1.3597,                0.44208,                0.53451,                0.47924,                 0.2577,                 1.3104,                 2.0363,                 1.8161,             0.00072304,             0.00072304,             0.00072304
                      6,                  0.965,                 1.7744,                 1.3297,                0.44495,                0.47367,                0.42981,                0.23579,                 1.3828,                 2.1202,                 1.8441,             0.00069556,             0.00069556,             0.00069556
                      7,                0.93547,                 1.6529,                 1.3066,                0.57861,                 0.5681,                0.58379,                 0.3483,                 1.2262,                 1.8257,                   1.73,             0.00066807,             0.00066807,             0.00066807
                      8,                0.90481,                 1.5479,                 1.2844,                  0.586,                0.61139,                0.60281,                0.35626,                 1.3079,                  1.677,                 1.8193,             0.00064058,             0.00064058,             0.00064058
                      9,                0.88709,                 1.4865,                 1.2718,                0.61173,                0.59519,                0.64333,                0.41657,                 1.1709,                 1.5585,                 1.6306,             0.00061309,             0.00061309,             0.00061309
                     10,                 0.8581,                 1.3904,                 1.2492,                0.68379,                0.57096,                0.64355,                  0.413,                 1.2268,                 1.5748,                 1.7017,              0.0005856,              0.0005856,              0.0005856
