                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0481,                 3.6462,                  1.534,                 0.3636,                0.12359,                0.11111,                0.06039,                 1.2875,                 3.0897,                 1.7671,             0.00023645,             0.00023645,             0.00023645
                      2,                 1.0575,                 3.0261,                 1.5227,                 0.1888,                0.36199,                 0.2015,                0.09638,                  1.565,                 3.0844,                 1.9539,              0.0004588,              0.0004588,              0.0004588
                      3,                 1.0785,                 2.5778,                 1.5076,                0.36728,                0.31835,                 0.3003,                0.16184,                 1.5314,                 2.6087,                 1.9599,             0.00066543,             0.00066543,             0.00066543
                      4,                 1.0568,                 2.2907,                 1.4864,                0.44505,                0.42143,                  0.381,                0.20768,                 1.4193,                 2.3338,                 1.8993,             0.00064331,             0.00064331,             0.00064331
                      5,                 1.0195,                 2.0831,                 1.4583,                0.33032,                0.46597,                0.37282,                0.22628,                 1.3965,                 2.2002,                 1.8433,             0.00061975,             0.00061975,             0.00061975
                      6,                0.98746,                 1.9413,                 1.4271,                0.43509,                0.51971,                0.47844,                0.27108,                 1.4747,                 2.1101,                 1.8695,             0.00059619,             0.00059619,             0.00059619
                      7,                 0.9442,                 1.8273,                 1.3929,                0.54294,                0.52331,                0.54649,                0.31355,                 1.3947,                 1.8655,                 1.8054,             0.00057263,             0.00057263,             0.00057263
                      8,                0.91543,                 1.7041,                 1.3688,                0.46652,                0.47028,                0.46478,                0.28169,                 1.3378,                 2.0393,                 1.7282,             0.00054907,             0.00054907,             0.00054907
                      9,                0.87256,                 1.6086,                 1.3401,                0.48043,                 0.6056,                0.54709,                0.35657,                 1.2917,                 1.7361,                 1.6705,              0.0005255,              0.0005255,              0.0005255
                     10,                0.87352,                 1.5191,                 1.3436,                0.54466,                0.50787,                0.55494,                0.34427,                 1.2336,                 1.8587,                 1.6436,             0.00050194,             0.00050194,             0.00050194
                     11,                0.84994,                 1.4812,                 1.3195,                0.64728,                0.52339,                0.58046,                0.38484,                 1.2467,                 1.5856,                 1.6499,             0.00047838,             0.00047838,             0.00047838
                     12,                0.82418,                 1.4125,                 1.3048,                0.60437,                0.60404,                0.62143,                0.39295,                 1.1905,                 1.5546,                 1.5924,             0.00045482,             0.00045482,             0.00045482
                     13,                 0.8094,                 1.3482,                 1.2909,                0.57878,                0.68564,                 0.6237,                0.39369,                 1.2751,                  1.629,                  1.681,             0.00043126,             0.00043126,             0.00043126
                     14,                0.79878,                 1.3007,                 1.2809,                 0.5048,                0.68842,                0.63177,                0.41492,                 1.2138,                  1.522,                 1.6073,             0.00040769,             0.00040769,             0.00040769
                     15,                0.76317,                 1.2232,                 1.2558,                 0.6409,                0.67256,                0.69992,                0.47515,                 1.1759,                  1.405,                 1.5667,             0.00038413,             0.00038413,             0.00038413
                     16,                0.74869,                 1.1752,                 1.2443,                0.56547,                0.68336,                0.61229,                 0.4011,                  1.164,                  1.575,                 1.5526,             0.00036057,             0.00036057,             0.00036057
                     17,                0.73952,                 1.1417,                 1.2284,                0.58645,                0.59086,                0.62341,                 0.3968,                 1.2209,                  1.521,                 1.6496,             0.00033701,             0.00033701,             0.00033701
                     18,                0.70636,                 1.0941,                 1.2055,                 0.5819,                0.65313,                0.64011,                0.42117,                 1.1962,                  1.515,                 1.5669,             0.00031345,             0.00031345,             0.00031345
                     19,                0.71105,                 1.0941,                 1.2165,                0.58037,                0.65107,                0.64448,                0.44493,                 1.1357,                 1.6135,                 1.5316,             0.00028988,             0.00028988,             0.00028988
                     20,                0.68002,                 1.0286,                 1.1851,                 0.5923,                0.64324,                0.63945,                0.42037,                 1.1583,                 1.5057,                 1.5373,             0.00026632,             0.00026632,             0.00026632
                     21,                 0.6466,                0.89784,                 1.2299,                0.58139,                0.67162,                0.67242,                0.45848,                 1.1416,                 1.4136,                 1.5688,             0.00024276,             0.00024276,             0.00024276
                     22,                0.58908,                0.76395,                 1.1843,                0.59582,                0.62448,                0.65315,                0.45804,                 1.1664,                 1.4745,                 1.5706,              0.0002192,              0.0002192,              0.0002192
                     23,                0.55978,                0.69653,                 1.1529,                0.73628,                0.58353,                0.66917,                0.45519,                 1.1928,                 1.4243,                 1.5857,             0.00019564,             0.00019564,             0.00019564
                     24,                0.54103,                 0.6441,                   1.13,                0.63613,                0.61595,                0.67151,                 0.4676,                 1.1593,                 1.4754,                 1.5757,             0.00017207,             0.00017207,             0.00017207
                     25,                0.51699,                0.60049,                 1.1048,                0.58493,                0.65574,                0.66186,                0.44309,                 1.1713,                 1.4493,                 1.5749,             0.00014851,             0.00014851,             0.00014851
                     26,                0.49189,                0.57327,                 1.0945,                0.70611,                0.58524,                0.66314,                0.46931,                 1.0949,                 1.4039,                 1.5164,             0.00012495,             0.00012495,             0.00012495
                     27,                0.47453,                0.54232,                 1.0686,                0.67832,                0.63723,                0.68877,                0.48292,                 1.1294,                 1.3778,                 1.5609,             0.00010139,             0.00010139,             0.00010139
                     28,                0.45472,                0.51448,                 1.0595,                 0.6689,                0.63259,                 0.6862,                0.47452,                 1.1356,                 1.3962,                 1.5829,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     29,                0.44041,                0.49705,                 1.0517,                 0.6371,                0.64685,                0.68005,                0.47369,                 1.1352,                 1.4188,                 1.5636,             5.4264e-05,             5.4264e-05,             5.4264e-05
                     30,                0.43576,                0.49004,                 1.0482,                0.67825,                0.61383,                0.69043,                0.48386,                 1.1298,                 1.3662,                 1.5633,             3.0702e-05,             3.0702e-05,             3.0702e-05
