                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0395,                   3.64,                 1.5192,                0.53519,                0.12261,                 0.1445,                0.06961,                 1.3162,                 3.0259,                   1.73,             0.00023645,             0.00023645,             0.00023645
                      2,                 1.0565,                 2.9872,                  1.507,                0.13526,                0.31235,                0.19172,                0.11356,                  1.422,                 2.9999,                 1.8656,              0.0004588,              0.0004588,              0.0004588
                      3,                  1.066,                 2.5739,                 1.4989,                0.25687,                0.37736,                0.27205,                0.14304,                 1.4746,                 2.5701,                  1.915,             0.00066543,             0.00066543,             0.00066543
                      4,                  1.054,                 2.2956,                 1.4782,                0.29392,                0.45391,                0.36487,                 0.2121,                 1.3679,                 2.5274,                 1.7526,             0.00064331,             0.00064331,             0.00064331
                      5,                 1.0055,                  2.092,                 1.4428,                0.46037,                0.40592,                0.37379,                0.21079,                 1.3559,                 2.3375,                 1.7935,             0.00061975,             0.00061975,             0.00061975
                      6,                0.97217,                 1.9292,                 1.4153,                0.31265,                0.44218,                  0.342,                0.20681,                 1.3271,                 2.3354,                 1.7854,             0.00059619,             0.00059619,             0.00059619
                      7,                0.95225,                 1.7944,                  1.391,                 0.4748,                0.51073,                0.50852,                0.31385,                 1.2935,                 1.9019,                 1.6485,             0.00057263,             0.00057263,             0.00057263
                      8,                0.92564,                 1.6792,                  1.372,                0.43721,                0.47155,                0.46774,                0.28478,                  1.266,                 1.9314,                 1.6638,             0.00054907,             0.00054907,             0.00054907
                      9,                0.87804,                   1.58,                 1.3349,                0.57798,                0.55895,                0.59072,                0.35686,                 1.2763,                 1.7928,                 1.6163,              0.0005255,              0.0005255,              0.0005255
                     10,                0.87055,                 1.5054,                 1.3342,                 0.4986,                0.63289,                 0.5967,                0.38044,                 1.2936,                 1.8242,                 1.7039,             0.00050194,             0.00050194,             0.00050194
                     11,                0.85595,                 1.4545,                 1.3155,                0.53263,                0.61242,                0.59496,                0.38392,                 1.1888,                 1.7002,                 1.5344,             0.00047838,             0.00047838,             0.00047838
                     12,                0.83247,                 1.3846,                 1.3023,                0.59002,                0.56547,                0.59282,                0.37578,                 1.2954,                  1.744,                 1.6415,             0.00045482,             0.00045482,             0.00045482
                     13,                0.80717,                 1.3217,                 1.2804,                0.66298,                0.59977,                0.64703,                0.40072,                 1.3014,                 1.7551,                 1.6754,             0.00043126,             0.00043126,             0.00043126
                     14,                0.79048,                 1.2631,                 1.2621,                0.64528,                0.58967,                0.69053,                0.43841,                 1.2245,                 1.4833,                 1.6191,             0.00040769,             0.00040769,             0.00040769
                     15,                0.76808,                  1.206,                  1.252,                0.60583,                0.63995,                0.65695,                0.43258,                 1.2098,                  1.476,                 1.5725,             0.00038413,             0.00038413,             0.00038413
                     16,                0.75772,                 1.1552,                 1.2382,                0.63088,                 0.6513,                0.64434,                0.43777,                 1.1522,                 1.5657,                 1.4879,             0.00036057,             0.00036057,             0.00036057
                     17,                0.73537,                 1.1231,                 1.2213,                  0.559,                0.69676,                0.64261,                0.42645,                 1.1695,                 1.4917,                 1.5877,             0.00033701,             0.00033701,             0.00033701
                     18,                0.71324,                 1.0751,                 1.2083,                0.73988,                0.56168,                0.64257,                0.43533,                 1.1369,                 1.5897,                 1.5108,             0.00031345,             0.00031345,             0.00031345
                     19,                0.69797,                 1.0599,                 1.1981,                0.70281,                0.59613,                0.67322,                0.45694,                 1.1623,                 1.4813,                 1.5205,             0.00028988,             0.00028988,             0.00028988
                     20,                0.66936,                0.99944,                 1.1731,                 0.6723,                0.56605,                  0.656,                0.43617,                 1.1726,                 1.4839,                 1.5316,             0.00026632,             0.00026632,             0.00026632
                     21,                0.64255,                0.88836,                 1.2157,                0.70433,                 0.6185,                0.69891,                0.48207,                 1.1155,                 1.3585,                 1.4914,             0.00024276,             0.00024276,             0.00024276
                     22,                0.59234,                0.74292,                 1.1762,                0.66714,                0.66152,                0.70377,                 0.4919,                 1.1334,                  1.406,                 1.5151,              0.0002192,              0.0002192,              0.0002192
                     23,                0.56117,                0.68799,                 1.1465,                0.70102,                0.65573,                0.71225,                0.49545,                 1.1023,                 1.4191,                 1.4596,             0.00019564,             0.00019564,             0.00019564
                     24,                0.53878,                0.64638,                  1.124,                0.76181,                0.59612,                0.69305,                0.48298,                 1.1445,                 1.3465,                 1.5319,             0.00017207,             0.00017207,             0.00017207
                     25,                0.50859,                0.58335,                 1.0946,                 0.7168,                0.63559,                0.70412,                0.48172,                 1.1417,                 1.4008,                 1.5694,             0.00014851,             0.00014851,             0.00014851
                     26,                0.48954,                0.56237,                 1.0812,                 0.6719,                0.69581,                0.72461,                0.50899,                 1.0658,                   1.43,                 1.4672,             0.00012495,             0.00012495,             0.00012495
