                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2145,                 3.5759,                 1.6872,                0.78103,                0.11914,                0.20749,                0.09805,                 1.6597,                 2.9461,                 2.3504,             0.00023571,             0.00023571,             0.00023571
                      2,                  1.239,                 2.5499,                 1.6833,                0.38149,                 0.4355,                0.33017,                0.14707,                 1.6844,                 2.4532,                  2.375,             0.00046433,             0.00046433,             0.00046433
                      3,                 1.2217,                 2.1942,                 1.6512,                0.53089,                0.34695,                 0.3332,                0.13564,                 1.9958,                  2.468,                 2.7858,             0.00068353,             0.00068353,             0.00068353
                      4,                 1.1745,                 1.9665,                 1.6062,                0.45528,                0.27862,                0.27008,                0.12514,                 1.9768,                 2.4327,                 2.6053,             0.00067159,             0.00067159,             0.00067159
                      5,                 1.1728,                 1.8017,                 1.5877,                0.43196,                0.51386,                0.43643,                0.21414,                 1.7807,                 1.9622,                 2.3674,             0.00065745,             0.00065745,             0.00065745
                      6,                 1.1381,                 1.6689,                 1.5641,                0.49168,                0.54734,                0.51259,                0.26844,                 1.6212,                 1.9431,                 2.2386,             0.00064331,             0.00064331,             0.00064331
                      7,                 1.0903,                  1.562,                 1.5301,                0.52575,                0.58046,                0.53156,                0.25441,                 1.6565,                 1.7615,                 2.2762,             0.00062918,             0.00062918,             0.00062918
                      8,                  1.043,                 1.4453,                 1.4795,                 0.5885,                0.58163,                0.59123,                0.33174,                 1.5181,                 1.7126,                 2.1167,             0.00061504,             0.00061504,             0.00061504
                      9,                 1.0307,                 1.3592,                 1.4749,                0.54922,                0.60189,                0.57918,                0.31865,                 1.6627,                 1.6221,                 2.2235,              0.0006009,              0.0006009,              0.0006009
                     10,                 0.9978,                 1.2984,                 1.4426,                0.66334,                0.59292,                0.62438,                0.34575,                 1.4975,                 1.6154,                  2.157,             0.00058677,             0.00058677,             0.00058677
                     11,                 1.0068,                 1.2896,                 1.4405,                0.55324,                0.67858,                0.65445,                 0.3465,                 1.5827,                 1.4887,                 2.1946,             0.00057263,             0.00057263,             0.00057263
                     12,                0.93314,                 1.1617,                 1.3994,                0.75766,                0.54008,                0.66972,                0.39637,                 1.4727,                 1.3898,                 2.0651,             0.00055849,             0.00055849,             0.00055849
                     13,                0.92762,                 1.1204,                 1.3781,                 0.7656,                0.56742,                0.69328,                0.38358,                  1.534,                 1.4931,                 2.2189,             0.00054435,             0.00054435,             0.00054435
                     14,                  0.893,                 1.0751,                 1.3638,                0.70761,                0.63133,                0.69381,                 0.3878,                 1.4639,                 1.3764,                 2.0959,             0.00053022,             0.00053022,             0.00053022
