                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1184,                 3.8272,                 1.5764,                0.01292,                0.72666,                0.04059,                0.02116,                 1.2429,                 3.3938,                 1.7015,             0.00023342,             0.00023342,             0.00023342
                      2,                  1.064,                  3.576,                 1.5349,                0.00499,                 0.8689,                0.08527,                0.04586,                  1.334,                 3.2682,                 1.8762,             0.00046209,             0.00046209,             0.00046209
                      3,                 1.1286,                 3.2885,                 1.5585,                0.17492,                0.20022,                0.10633,                0.05103,                 1.4872,                 3.1766,                 2.0595,             0.00068133,             0.00068133,             0.00068133
                      4,                 1.1915,                 3.0837,                 1.6245,                0.21611,                0.19457,                0.10396,                0.05725,                 1.7197,                 3.6335,                 2.1204,             0.00067159,             0.00067159,             0.00067159
                      5,                 1.1696,                 2.8436,                 1.5772,                0.32916,                0.25038,                0.21966,                0.10692,                 1.5101,                 3.1649,                 2.0122,             0.00065745,             0.00065745,             0.00065745
                      6,                 1.1627,                 2.7382,                 1.5768,                0.32313,                 0.2533,                0.27674,                0.16399,                 1.4524,                 2.7359,                 2.0023,             0.00064331,             0.00064331,             0.00064331
                      7,                 1.1038,                 2.5669,                 1.5308,                0.40003,                0.31209,                0.29276,                0.15135,                 1.5595,                 2.4915,                 2.1121,             0.00062918,             0.00062918,             0.00062918
                      8,                 1.1105,                 2.4523,                 1.5121,                0.29361,                0.38173,                0.28661,                0.14903,                  1.386,                 2.5528,                 1.8321,             0.00061504,             0.00061504,             0.00061504
                      9,                 1.0653,                 2.3224,                 1.4867,                0.31119,                0.36088,                0.33253,                0.19183,                 1.5772,                 2.4061,                 2.0493,              0.0006009,              0.0006009,              0.0006009
                     10,                 1.0425,                 2.2826,                 1.4802,                0.30287,                0.41057,                0.36528,                0.20062,                 1.3208,                 2.2992,                 1.7668,             0.00058677,             0.00058677,             0.00058677
                     11,                 1.0669,                 2.1955,                 1.4803,                0.35228,                0.44963,                0.41545,                0.22606,                 1.3525,                 2.2794,                 1.7822,             0.00057263,             0.00057263,             0.00057263
                     12,                 1.0077,                 2.0956,                 1.4443,                0.36446,                0.55472,                0.43103,                0.24297,                 1.3641,                 2.2697,                 1.7731,             0.00055849,             0.00055849,             0.00055849
